cloud_cover_mean,shortwave_radiation_sum,et0_fao_evapotranspiration,soil_moisture_0_to_7cm_mean,date
59,8.09,0.98,0.371,2025-01-10
50,7.43,0.95,0.369,2025-01-11
99,2.66,0.34,0.382,2025-01-12
100,1.8,0.3,0.402,2025-01-13
100,3.16,0.48,0.408,2025-01-14
97,4.31,0.56,0.393,2025-01-15
100,1.63,0.31,0.392,2025-01-16
70,4.94,0.67,0.382,2025-01-17
65,8.42,1.15,0.374,2025-01-18
58,9.32,1.2,0.369,2025-01-19
70,6.94,0.85,0.362,2025-01-20
43,10.12,1.26,0.36,2025-01-21
100,6.38,0.83,0.367,2025-01-22
96,2.74,0.4,0.398,2025-01-23
86,8.0,1.01,0.395,2025-01-24
92,3.68,0.53,0.407,2025-01-25
54,8.82,1.16,0.399,2025-01-26
26,10.93,1.39,0.39,2025-01-27
18,11.43,1.41,0.38,2025-01-28
31,11.53,1.46,0.375,2025-01-29
57,10.85,1.4,0.371,2025-01-30
52,11.28,1.56,0.367,2025-01-31
33,11.09,1.47,0.364,2025-02-01
91,8.28,1.13,0.365,2025-02-02
43,11.67,1.56,0.362,2025-02-03
99,4.04,0.61,0.366,2025-02-04
89,8.02,0.87,0.364,2025-02-05
70,9.21,1.03,0.359,2025-02-06
99,3.8,0.56,0.355,2025-02-07
100,3.97,0.57,0.356,2025-02-08
99,4.24,0.56,0.361,2025-02-09
92,5.48,0.66,0.359,2025-02-10
97,8.02,0.93,0.356,2025-02-11
74,10.56,1.28,0.355,2025-02-12
97,4.54,0.65,0.354,2025-02-13
50,11.55,1.44,0.352,2025-02-14
81,6.11,1.0,0.349,2025-02-15
97,5.93,0.87,0.355,2025-02-16
98,6.85,0.96,0.387,2025-02-17
100,4.54,0.68,0.395,2025-02-18
99,6.33,0.92,0.387,2025-02-19
48,13.16,1.21,0.371,2025-02-20
93,8.11,0.77,0.365,2025-02-21
85,13.3,1.11,0.364,2025-02-22
67,13.41,1.12,0.362,2025-02-23
73,10.5,1.03,0.361,2025-02-24
31,16.52,1.71,0.36,2025-02-25
66,9.02,1.12,0.358,2025-02-26
66,12.3,1.67,0.355,2025-02-27
61,13.27,1.84,0.376,2025-02-28
87,14.49,1.99,0.372,2025-03-01
92,13.02,1.86,0.372,2025-03-02
100,7.49,0.96,0.391,2025-03-03
43,17.11,2.13,0.38,2025-03-04
12,17.81,2.46,0.372,2025-03-05
26,17.74,2.7,0.366,2025-03-06
8,17.73,2.79,0.361,2025-03-07
28,17.93,2.76,0.359,2025-03-08
60,17.85,2.79,0.352,2025-03-09
6,18.28,2.83,0.358,2025-03-10
44,18.51,2.96,0.353,2025-03-11
46,17.31,2.89,0.349,2025-03-12
64,18.33,3.26,0.343,2025-03-13
29,18.4,3.21,0.345,2025-03-14
50,18.82,3.35,0.35,2025-03-15
95,16.36,3.07,0.354,2025-03-16
87,15.86,2.85,0.371,2025-03-17
90,6.68,1.02,0.361,2025-03-18
92,7.47,1.02,0.375,2025-03-19
79,11.43,1.47,0.371,2025-03-20
82,7.79,1.12,0.374,2025-03-21
43,17.77,2.39,0.36,2025-03-22
57,19.94,2.99,0.342,2025-03-23
99,8.94,1.69,0.352,2025-03-24
92,13.48,2.67,0.348,2025-03-25
94,7.51,1.43,0.343,2025-03-26
84,19.26,3.58,0.33,2025-03-27
97,16.98,3.75,0.329,2025-03-28
56,18.17,3.02,0.353,2025-03-29
74,14.8,2.41,0.378,2025-03-30
86,15.83,2.47,0.383,2025-03-31
99,12.12,2.38,0.368,2025-04-01
78,15.33,2.4,0.38,2025-04-02
93,7.09,1.21,0.38,2025-04-03
78,16.81,2.65,0.366,2025-04-04
85,14.77,2.34,0.37,2025-04-05
44,15.67,2.38,0.37,2025-04-06
74,19.68,3.27,0.375,2025-04-07
100,5.65,0.95,0.375,2025-04-08
98,8.36,1.26,0.373,2025-04-09
77,20.29,2.71,0.366,2025-04-10
83,14.18,1.29,0.374,2025-04-11
100,5.13,0.72,0.388,2025-04-12
99,6.9,0.92,0.399,2025-04-13
24,24.79,3.09,0.413,2025-04-14
5,26.14,3.6,0.417,2025-04-15
11,25.04,3.92,0.418,2025-04-16
0,24.91,4.32,0.401,2025-04-17
18,25.11,4.51,0.386,2025-04-18
81,16.06,2.83,0.365,2025-04-19
40,19.41,3.08,0.387,2025-04-20
4,25.0,4.26,0.356,2025-04-21
63,21.2,3.72,0.344,2025-04-22
60,21.43,3.7,0.332,2025-04-23
85,20.37,3.61,0.324,2025-04-24
98,5.65,1.05,0.402,2025-04-25
82,20.61,3.41,0.395,2025-04-26
80,14.67,2.46,0.391,2025-04-27
32,27.08,4.34,0.381,2025-04-28
17,27.84,4.37,0.341,2025-04-29
58,26.67,4.39,0.309,2025-04-30
89,19.99,3.41,0.307,2025-05-01
99,9.4,1.63,0.334,2025-05-02
57,21.24,3.47,0.322,2025-05-03
8,27.77,4.59,0.311,2025-05-04
1,28.41,4.87,0.313,2025-05-05
42,24.78,4.44,0.335,2025-05-06
63,20.87,3.84,0.374,2025-05-07
37,25.22,4.66,0.369,2025-05-08
50,23.44,4.26,0.355,2025-05-09
84,21.39,3.78,0.358,2025-05-10
87,12.03,2.07,0.384,2025-05-11
82,20.18,3.37,0.387,2025-05-12
51,17.92,2.79,0.38,2025-05-13
53,22.28,3.38,0.378,2025-05-14
27,29.48,4.64,0.37,2025-05-15
51,19.77,3.58,0.362,2025-05-16
49,22.45,4.26,0.34,2025-05-17
55,19.35,3.18,0.36,2025-05-18
13,29.34,4.96,0.366,2025-05-19
19,22.76,3.54,0.345,2025-05-20
5,28.1,4.86,0.327,2025-05-21
17,27.03,5.01,0.313,2025-05-22
22,26.34,4.98,0.292,2025-05-23
55,25.47,4.94,0.264,2025-05-24
66,27.1,5.5,0.247,2025-05-25
93,18.89,3.81,0.267,2025-05-26
73,14.2,2.56,0.301,2025-05-27
50,23.76,4.11,0.276,2025-05-28
69,22.43,3.86,0.294,2025-05-29
75,22.09,3.87,0.335,2025-05-30
56,21.87,3.83,0.314,2025-05-31
95,14.64,2.61,0.36,2025-06-01
55,21.79,3.87,0.351,2025-06-02
19,25.96,4.74,0.324,2025-06-03
4,29.88,5.6,0.298,2025-06-04
3,29.15,5.61,0.27,2025-06-05
6,27.91,5.52,0.248,2025-06-06
2,29.78,5.88,0.228,2025-06-07
3,30.57,5.98,0.217,2025-06-08
19,29.87,5.88,0.202,2025-06-09
10,27.78,5.46,0.185,2025-06-10
10,28.22,5.6,0.173,2025-06-11
42,23.5,4.6,0.172,2025-06-12
51,24.25,4.72,0.174,2025-06-13
8,29.03,5.24,0.157,2025-06-14
36,25.03,4.37,0.155,2025-06-15
39,23.94,4.35,0.162,2025-06-16
17,26.42,4.94,0.158,2025-06-17
3,30.1,5.79,0.15,2025-06-18
0,30.57,5.92,0.137,2025-06-19
1,30.75,6.18,0.123,2025-06-20
43,24.15,4.68,0.163,2025-06-21
21,27.68,5.06,0.142,2025-06-22
0,30.75,5.78,0.13,2025-06-23
0,31.17,6.05,0.109,2025-06-24
0,30.79,6.38,0.098,2025-06-25
0,30.6,6.47,0.092,2025-06-26
0,31.22,6.46,0.091,2025-06-27
0,31.37,6.39,0.09,2025-06-28
56,19.73,3.68,0.115,2025-06-29
51,17.73,3.43,0.158,2025-06-30
23,27.62,5.38,0.158,2025-07-01
47,27.31,5.22,0.139,2025-07-02
21,26.06,4.91,0.122,2025-07-03
36,21.29,4.1,0.118,2025-07-04
12,29.87,5.89,0.109,2025-07-05
0,30.43,6.35,0.1,2025-07-06
5,28.49,6.23,0.094,2025-07-07
3,28.73,6.27,0.1,2025-07-08
0,30.84,6.76,0.1,2025-07-09
13,27.39,5.86,0.101,2025-07-10
33,27.73,5.76,0.086,2025-07-11
29,27.13,5.59,0.072,2025-07-12
1,28.9,6.04,0.068,2025-07-13
0,29.23,6.16,0.066,2025-07-14
37,26.78,6.03,0.073,2025-07-15
26,29.54,6.38,0.074,2025-07-16
3,28.49,6.18,0.08,2025-07-17
37,22.29,4.95,0.087,2025-07-18
43,25.12,5.16,0.109,2025-07-19
1,28.99,5.98,0.114,2025-07-20
0,29.55,6.12,0.103,2025-07-21
0,29.62,6.43,0.1,2025-07-22
0,29.19,6.45,0.087,2025-07-23
0,28.9,6.87,0.085,2025-07-24
0,29.03,6.68,0.092,2025-07-25
0,29.07,6.93,0.094,2025-07-26
0,29.32,6.84,0.092,2025-07-27
3,27.84,6.45,0.095,2025-07-28
2,28.16,6.78,0.101,2025-07-29
5,27.77,6.22,0.1,2025-07-30
44,24.18,5.34,0.102,2025-07-31
68,19.65,4.31,0.105,2025-08-01
38,23.5,5.07,0.103,2025-08-02
72,15.11,3.3,0.107,2025-08-03
7,25.64,5.5,0.12,2025-08-04
14,23.49,5.28,0.099,2025-08-05
10,24.98,6.19,0.09,2025-08-06
13,25.12,5.57,0.073,2025-08-07
30,22.32,5.13,0.052,2025-08-08
10,26.35,5.7,0.057,2025-08-09
0,26.85,5.87,0.056,2025-08-10
0,27.13,5.88,0.052,2025-08-11
0,26.61,5.66,0.049,2025-08-12
2,25.88,5.6,0.051,2025-08-13
0,26.46,5.81,0.059,2025-08-14
0,26.61,6.09,0.068,2025-08-15
0,26.6,5.7,0.072,2025-08-16
1,26.02,5.62,0.072,2025-08-17
18,22.7,4.96,0.072,2025-08-18
25,24.22,4.97,0.072,2025-08-19
33,21.58,4.36,0.08,2025-08-20
37,22.82,4.67,0.086,2025-08-21
0,25.7,5.56,0.086,2025-08-22
8,23.08,4.98,0.1,2025-08-23
45,16.86,3.46,0.074,2025-08-24
41,16.97,3.52,0.065,2025-08-25
26,19.09,3.86,0.069,2025-08-26
4,22.56,4.68,0.07,2025-08-27
0,24.71,5.03,0.071,2025-08-28
0,24.24,5.03,0.073,2025-08-29
0,24.07,5.23,0.078,2025-08-30
0,23.8,5.29,0.076,2025-08-31
12,20.43,4.53,0.078,2025-09-01
4,22.64,4.71,0.085,2025-09-02
22,18.97,3.9,0.095,2025-09-03
1,23.05,4.89,0.094,2025-09-04
3,22.23,4.9,0.102,2025-09-05
64,13.01,2.69,0.115,2025-09-06
89,10.52,2.13,0.324,2025-09-07
61,15.67,3.0,0.321,2025-09-08
13,20.06,3.78,0.288,2025-09-09
11,19.87,3.79,0.253,2025-09-10
67,13.82,2.71,0.248,2025-09-11
43,20.27,3.92,0.251,2025-09-12
20,18.81,3.61,0.222,2025-09-13
1,21.12,4.03,0.202,2025-09-14
10,21.34,4.13,0.181,2025-09-15
12,18.6,3.49,0.157,2025-09-16
23,21.3,4.01,0.138,2025-09-17
89,9.44,1.6,0.243,2025-09-18
88,7.58,1.33,0.332,2025-09-19
42,18.48,3.17,0.321,2025-09-20
2,20.07,3.5,0.278,2025-09-21
0,20.71,3.65,0.256,2025-09-22
0,20.26,3.72,0.247,2025-09-23
12,19.85,3.73,0.24,2025-09-24
29,17.82,3.25,0.229,2025-09-25
78,13.65,2.61,0.214,2025-09-26
37,16.51,2.74,0.21,2025-09-27
71,14.93,2.64,0.205,2025-09-28
99,3.53,0.76,0.257,2025-09-29
76,10.23,1.76,0.345,2025-09-30
58,13.35,2.25,0.306,2025-10-01
35,17.08,3.06,0.278,2025-10-02
29,16.95,3.22,0.258,2025-10-03
38,12.25,2.39,0.247,2025-10-04
30,16.15,2.84,0.238,2025-10-05
2,17.17,2.96,0.222,2025-10-06
55,10.78,2.13,0.209,2025-10-07
80,12.15,2.12,0.345,2025-10-08
82,12.79,2.02,0.394,2025-10-09
79,6.02,1.03,0.4,2025-10-10
90,5.69,1.0,0.394,2025-10-11
88,8.02,1.25,0.413,2025-10-12
80,10.26,1.76,0.401,2025-10-13
69,12.67,2.05,0.379,2025-10-14
40,12.58,2.03,0.366,2025-10-15
45,12.32,1.93,0.351,2025-10-16
55,14.21,2.3,0.338,2025-10-17
41,12.98,2.24,0.333,2025-10-18
87,7.93,1.31,0.372,2025-10-19
52,11.7,1.82,0.379,2025-10-20
29,14.71,2.13,0.356,2025-10-21
82,10.21,1.74,0.361,2025-10-22
92,7.08,1.11,0.395,2025-10-23
50,11.29,1.95,0.393,2025-10-24
95,7.47,1.28,0.415,2025-10-25
74,12.57,1.97,0.402,2025-10-26
56,12.52,2.35,0.391,2025-10-27
97,6.66,1.15,0.403,2025-10-28
44,9.06,1.42,0.415,2025-10-29
2,13.33,1.92,0.398,2025-10-30
51,12.59,1.91,0.403,2025-10-31
